geneName droNov galGal
TUBAL3 DNOV00015743 416694
TUBA3E DNOV00007265 421169
TUBA4A DNOV00004396 418166
LOC425049 DNOV00013722 425049
AURKA DNOV00015840 428167
HDHD2 DNOV00007932 416385
ASMTL DNOV00017296 769097
RLBP1 DNOV00004777 415492
PIK3C3 DNOV00017630 100857877
TNKS2 DNOV00006590 374253
TNKS DNOV00015122 374252
ADAMTS15 DNOV00012656 419733
ADAMTS8 DNOV00012657 769222
INF2 DNOV00016397 423492
TAAR5 DNOV00002397 768558
GUCY2F DNOV00011960 419089
ZIC1 DNOV00010663 374103
ZIC3 DNOV00001551 422251
CPE DNOV00010734 422424
CPN1 DNOV00016495 769143
CPXM2 DNOV00008410 423951
TTC7B DNOV00006209 423407
NT5C2 DNOV00014582 423871
CUL2 DNOV00008259 420467
CUL1 DNOV00014440 420783
ARF1 DNOV00002432 420398
YWHAZ DNOV00007768 425619
YWHAB DNOV00008486 419190
YWHAQ DNOV00007445 421932
ASB8 DNOV00017626 426183
LDHB DNOV00010523 373997
LDHA DNOV00006442 396221
CLCN6 DNOV00004677 419488
PNAT10 DNOV00011500 396283
CUZD1 DNOV00018155 423943
SRCRB4D DNOV00001738 771260
CD163 DNOV00015949 418303
LOC768374 DNOV00004434 768374
ZNF384 DNOV00011784 770350
ATP2B2 DNOV00015231 415958
ATP2B4 DNOV00000313 419934
ATP2C1 DNOV00013178 428450
IKZF4 DNOV00018184 101747801
LOC100857831 DNOV00012342 100857831
LOC100859320 DNOV00015679 100859320
CACNA1I DNOV00002599 427900
TFDP2 DNOV00012979 424780
TFDP1 DNOV00009738 418739
AP3B1 DNOV00002770 427646
AP3B2 DNOV00002857 769343
AP1B1 DNOV00001301 417021
AP2B1 DNOV00001753 417525
AP4E1 DNOV00008845 415425
C10ORF6 DNOV00008298 423858
BRUNOL5 DNOV00009004 425867
RIMS1 DNOV00013675 421867
FILIP1L DNOV00003809 769163
MTA3 DNOV00010279 421395
VCAN DNOV00013508 395565
BCAN DNOV00012348 425976
EPM2A DNOV00006017 421611
SCO1 DNOV00007196 426060
SNRPF DNOV00008381 417916
LSM6 DNOV00009619 422466
SULT6B1 DNOV00005555 421473
ICMT DNOV00018613 419373
GPR162 DNOV00011793 418288
KIF21B DNOV00007253 421178
LOC100858990 DNOV00010197 100858990
CLDN3 DNOV00001661 374029
ABHD11 DNOV00001660 417473
PARVA DNOV00003098 423030
PARVB DNOV00004896 418235
KPNA4 DNOV00007067 425012
KPNA1 DNOV00012072 418271
KIAA1199 DNOV00004753 415476
ARL13B DNOV00011378 418431
MIB2 DNOV00006077 419408
MIB1 DNOV00005434 421069
ENPP7 DNOV00014786 426249
MAPKAPK3 DNOV00010915 415917
ARHGAP22 DNOV00015381 423779
CABP4 DNOV00007854 100857896
UNC79 DNOV00006186 423426
RAPGEF5 DNOV00003912 100857462
RAPGEF4 DNOV00000042 429022
HMG20B DNOV00008238 426515
ZBTB17 DNOV00016904 396541
ZBTB11 DNOV00003793 418400
MPZL1 DNOV00018459 418441
CSNK2A1 DNOV00009029 432370
STK3 DNOV00017640 425375
MEAF6 DNOV00013650 419617
TUB DNOV00003057 423061
UBXN6 DNOV00017189 428329
PLK1 DNOV00008701 416575
PLK3 DNOV00005952 424586
SEC61A1 DNOV00007660 416023
SEC61A2 DNOV00004832 426369
LOC100858156 DNOV00007849 100858156
PPP1CC DNOV00000805 416872
DDX46 DNOV00002941 416312
CDH4 DNOV00006496 419222
DOCK10 DNOV00001869 424803
SLC9A9 DNOV00012991 424772
CAMK2G DNOV00007019 423737
CAMK2D DNOV00015179 422688
SSBP2 DNOV00013495 770958
SSBP3 DNOV00004588 395250
LOC770619 DNOV00002645 770619
MIF DNOV00016014 100857237
PIAS2 DNOV00007934 416383
PIAS1 DNOV00015426 427514
MEF2C DNOV00013818 769007
MEF2A DNOV00006820 395670
RNF121 DNOV00017010 419092
FUCA1 DNOV00001478 419687
ROCK2 DNOV00007429 374182
ROCK1 DNOV00005440 373970
CDC42BPA DNOV00001266 416746
CDC42BPB DNOV00005519 423473
DNAJA1 DNOV00014986 427376
KLF12 DNOV00008127 418817
NFXL1 DNOV00002066 100859761
DAK DNOV00007883 426629
ENTPD6 DNOV00010192 416708
ENTPD3 DNOV00001018 428447
PDE11A DNOV00000010 424133
NRD1 DNOV00004624 424635
IDE DNOV00006570 423814
F13A1 DNOV00008664 395420
CYCS DNOV00006843 420624
LOC770919 DNOV00000008 770919
SPATA5 DNOV00011406 422665
HYALP1 DNOV00008941 770096
EDEM3 DNOV00002135 424450
FAM129B DNOV00003238 771307
GABRQ DNOV00016958 396288
TRAF2 DNOV00011186 417287
TNFAIP6 DNOV00013362 424315
FGFR1 DNOV00014332 396516
MNR2 DNOV00000153 395769
SYNPO2 DNOV00011269 428768
LOC101750026 DNOV00005408 101750026
UBE2L3 DNOV00011707 416769
CTSL2 DNOV00004507 427466
LOC422295 DNOV00013032 422295
RAP2C DNOV00001575 422232
ADAMTS13 DNOV00003501 417152
GON4L DNOV00012724 425067
LOC100857433 DNOV00017191 100857433
LOC100857197 DNOV00010346 100857197
RP1L1 DNOV00013572 101752129
GNG4 DNOV00005967 771582
MORC2 DNOV00001296 100858829
WIPF1 DNOV00000031 424143
ST3GAL6 DNOV00003815 395138
ST3GAL3 DNOV00008761 424572
ST3GAL5 DNOV00006389 407775
SLC8A1 DNOV00003577 395760
WIZ DNOV00015829 426166
STOX2 DNOV00008610 769288
ARPP21 DNOV00013477 428459
SDCCAG8 DNOV00005584 421498
PTPN3 DNOV00014723 420963
PTPN4 DNOV00009467 424234
FARP2 DNOV00011103 424842
PTPRF DNOV00008758 424568
PTPRD DNOV00012148 431602
PTPRS DNOV00008564 396375
PTPRA DNOV00010574 396060
IGSF10 DNOV00009929 425035
SYT14 DNOV00010297 428566
SYT16 DNOV00010237 423516
CL2 DNOV00017654 422633
JAKMIP3 DNOV00008446 428991
JAKMIP1 DNOV00003413 422854
JAKMIP2 DNOV00003014 416352
C5H15ORF24 DNOV00001176 423288
ZNRF1 DNOV00010035 425231
PLXDC1 DNOV00015448 771862
PLXDC2 DNOV00000900 420511
ARHGAP42 DNOV00006966 418990
ARHGAP26 DNOV00002992 396113
ARHGAP10 DNOV00016914 422471
PPFIBP1 DNOV00004876 418219
PPFIBP2 DNOV00003107 428843
PLTP DNOV00016800 428164
BPI DNOV00009063 419293
CDK5RAP1 DNOV00009062 419292
CDKAL1 DNOV00011559 420823
FN1 DNOV00000744 396133
ULK2 DNOV00006156 417614
ULK1 DNOV00014100 416800
PRKG2 DNOV00017974 428753
BPIFB8 DNOV00009055 419289
ROBO2 DNOV00012140 395291
PKP4 DNOV00014177 424328
TBC1D1 DNOV00002018 426162
TBC1D4 DNOV00008125 428062
TCF21 DNOV00002390 421697
POLR3G DNOV00013813 427105
CREB3L3 DNOV00017460 428333
PIGR DNOV00000265 419848
LOC424014 DNOV00000747 424014
NOX1 DNOV00001545 422257
XK DNOV00015258 427991
GSTT1 DNOV00016011 396322
GRHPR DNOV00014360 426806
NPAS3 DNOV00010084 423315
KCNT2 DNOV00017579 429058
SLC29A4 DNOV00002009 425593
SLC29A3 DNOV00012100 423717
COL25A1 DNOV00016774 429900
CEP152 DNOV00008829 415437
STMN3 DNOV00016703 419263
BEST4 DNOV00005954 771694
LOC768579 DNOV00017761 768579
CRH DNOV00008095 404297
CYTH1 DNOV00014793 422085
SEPT7 DNOV00013538 420741
SEPT11 DNOV00011681 422635
GRID1 DNOV00005416 428934
GRIK4 DNOV00017023 419751
GRIK3 DNOV00013648 419619
GRIK2 DNOV00018192 428628
NTRK3 DNOV00004787 396081
RBX1 DNOV00002586 418001
TYW1 DNOV00001670 417478
ANO2 DNOV00017745 428100
SHOX DNOV00015681 418669
SHOX2 DNOV00009905 777244
C23H1ORF38 DNOV00014676 419565
TMEM209 DNOV00015730 416681
WDFY4 DNOV00015383 423781
WDFY3 DNOV00015760 422613
NCBP1 DNOV00014992 427379
SYNDIG1 DNOV00010206 416717
SYNDIG1L DNOV00003993 423351
UNK DNOV00000430 417371
NRAS DNOV00000203 419885
KCNK1 DNOV00004423 421519
LOC428499 DNOV00015057 428499
SYTL4 DNOV00001541 422260
BAZ1B DNOV00013896 427819
BPTF DNOV00000552 100858895
ZMYND8 DNOV00008460 419207
UBAC2 DNOV00011213 418778
FRMD1 DNOV00004480 421562
ASTN2 DNOV00003221 417242
ASTN1 DNOV00002172 429070
LRP6 DNOV00004926 419097
ITCH DNOV00017785 419145
WWP1 DNOV00005026 420212
NEDD4 DNOV00003359 415406
CHCHD2 DNOV00001773 417544
PGC DNOV00000328 395690
SLC24A4 DNOV00006196 772279
CBL DNOV00011919 374038
CBLB DNOV00003783 418406
BRE DNOV00011014 421417
BRF1 DNOV00010254 423503
ARPC1A DNOV00005257 770269
CNGB3 DNOV00005029 428367
VIPAR DNOV00004039 423377
SBF1 DNOV00015511 417071
MTMR3 DNOV00013132 417015
PLD4 DNOV00016391 423496
SYNPR DNOV00005100 396359
LOXHD1 DNOV00007937 427648
SOGA2 DNOV00009453 426050
SOGA1 DNOV00015554 419159
GORASP1 DNOV00002483 420426
GORASP2 DNOV00000062 424156
LOC101747802 DNOV00009729 101747802
POMT2 DNOV00004034 423373
EIF4EBP1 DNOV00014344 426773
COG5 DNOV00010380 417704
LAMA3 DNOV00005423 428524
LAMA1 DNOV00016469 374016
PTGES3 DNOV00016735 100859133
PIK3R3 DNOV00005924 429096
CDK2AP1 DNOV00000851 416826
LYG2 DNOV00003142 395708
GTF2IRD1 DNOV00001694 417487
NQO2 DNOV00008644 420886
KY DNOV00010797 429137
SPINK4 DNOV00014989 768734
BEGAIN DNOV00005497 428909
CRADD DNOV00008397 417900
MAP3K15 DNOV00007478 418609
MAP3K5 DNOV00002373 421688
MAP3K6 DNOV00001416 100858193
GTF2F2 DNOV00003612 418843
ACACA DNOV00003750 396504
TNPO1 DNOV00013785 427218
IL1R1 DNOV00003162 396481
IL1RL2 DNOV00003163 418716
LOC422082 DNOV00013273 422082
CCDC40 DNOV00013274 422083
RSBN1L DNOV00010418 768780
RSBN1 DNOV00000215 772027
PDGFRA DNOV00002092 395509
PDGFRL DNOV00014843 769077
MTPAP DNOV00008273 420478
ME1 DNOV00009290 374189
SFMBT2 DNOV00004811 425485
L3MBTL1 DNOV00007009 419115
L3MBTL3 DNOV00002413 421705
ARL10 DNOV00002727 416229
MTHFSD DNOV00011481 415823
TSC22D3 DNOV00013016 768091
TTC39C DNOV00005422 421077
LOC776920 DNOV00017799 776920
DOCK1 DNOV00008428 423960
DOCK5 DNOV00005226 419527
NAA30 DNOV00011541 423547
ADARB2 DNOV00010069 420461
ADAD1 DNOV00011398 422669
SLC9A5 DNOV00007521 100857416
LOC770883 DNOV00012031 770883
LOC101750436 DNOV00011136 101750436
FAM98B DNOV00013328 423291
CASP6 DNOV00014902 395477
PRKG1 DNOV00012051 423682
FREM2 DNOV00003685 418893
SLC47A1 DNOV00006159 417617
SLC47A2 DNOV00006158 417616
POMGNT1 DNOV00005921 429097
TBC1D20 DNOV00009030 771781
RORB DNOV00014038 395980
RORA DNOV00003300 415377
ZAR1L DNOV00004127 771155
LOC101750514 DNOV00012519 101750514
LMO4 DNOV00004224 373901
LMO3 DNOV00017304 418179
LOC100858792 DNOV00003059 100858792
FKBP9 DNOV00014480 395652
ABRA DNOV00007741 430953
HNRNPM DNOV00008213 420054
SAT1 DNOV00015644 374006
LOC427816 DNOV00013880 427816
CIDEA DNOV00009434 768659
CIDEC DNOV00014753 100859733
APH1A DNOV00015155 769986
LOC431243 DNOV00016929 431243
CAPN5 DNOV00011957 419086
CAPN1 DNOV00004966 396240
CAPN8 DNOV00001236 428561
CAPN2 DNOV00001237 395963
LOC415976 DNOV00011613 415976
IQSEC3 DNOV00004363 418146
COPG DNOV00007574 416014
COPG2 DNOV00015734 416685
PVRL3 DNOV00003767 418415
LOC101750739 DNOV00017942 101750739
H2AFZ DNOV00007984 426361
H2AFV DNOV00017827 426617
FAM81A DNOV00003335 415396
PGA DNOV00007881 395691
CTSE DNOV00000277 771791
REN DNOV00000307 431167
CTSD DNOV00006481 396090
ARPC2 DNOV00000179 429041
DPT DNOV00003835 768904
SPNS2 DNOV00001701 417492
DFNB31 DNOV00003233 429472
LOC100857678 DNOV00002946 100857678
UBE2A DNOV00008882 395672
RTEL1 DNOV00016702 419262
RXRG DNOV00006296 396231
SLC24A2 DNOV00005710 414891
SMEK2 DNOV00008021 426680
SMEK1 DNOV00006203 423411
MYBPC3 DNOV00006687 396013
XRCC4 DNOV00013507 427325
PLEKHG4 DNOV00007519 100859373
MCF2L DNOV00009748 418748
GTSF1 DNOV00012886 771059
TAF5L DNOV00004445 421538
PRPF4 DNOV00003275 417270
WDR69 DNOV00001884 424790
FMO4 DNOV00006284 770587
SGSM1 DNOV00000755 430664
LRFN2 DNOV00011006 428571
UBE2H DNOV00017665 416678
LOC101749377 DNOV00018560 101749377
HNRPLL DNOV00003561 416702
STK39 DNOV00000085 101751124
OXSR1 DNOV00002476 420421
AR DNOV00009153 422165
ESRRG DNOV00014874 421357
ESRRB DNOV00004023 771938
LIMS2 DNOV00001793 424752
SLC25A3 DNOV00008363 417924
DERL3 DNOV00016016 416934
BMP10 DNOV00014062 395177
BMP6 DNOV00008674 420868
NODAL DNOV00014343 395205
LOC100859845 DNOV00018448 100859845
PLEKHM2 DNOV00016908 419457
GYPC DNOV00009457 424230
PTEN DNOV00012036 423675
TPTE2 DNOV00003674 418885
FBXO8 DNOV00008580 422565
PARD3B DNOV00000701 426120
SLC6A2 DNOV00011420 395458
PAPSS1 DNOV00016765 422530
RASA4 DNOV00001735 417513
DAB2IP DNOV00003450 417117
MEP1B DNOV00007732 421097
CD72 DNOV00016199 395923
LOC422172 DNOV00009162 422172
VIM DNOV00000927 420519
ANTXR2 DNOV00015768 422580
PRCP DNOV00014951 428096
RBP1 DNOV00001843 424821
UHRF1BP1L DNOV00008356 417929
UHRF1BP1 DNOV00000354 419900
CBFB DNOV00016246 395257
ZNF462 DNOV00009379 431622
C8ORF34 DNOV00008075 768864
TCF7L2 DNOV00007205 395508
RAP1A DNOV00000236 419867
RAP1B DNOV00004053 417840
CCDC112 DNOV00015924 770644
PGGT1B DNOV00015925 770633
CORO1C DNOV00000780 416893
PRKAG1 DNOV00017114 429688
PRKAG3 DNOV00000162 424208
APLP2 DNOV00012665 419727
APP DNOV00016419 374198
VAPA DNOV00009444 768928
PRKCH DNOV00010234 423518
STRADA DNOV00009107 419957
STRADB DNOV00000659 424083
SMURF1 DNOV00005251 416487
UNG DNOV00000771 374010
CELF2 DNOV00004825 374111
CELF1 DNOV00006692 373923
NEK6 DNOV00011769 417101
NEK7 DNOV00010467 424350
FARS2 DNOV00008661 428482
ATP10B DNOV00005681 416159
KIAA1217 DNOV00016119 420501
SRCIN1 DNOV00016318 426281
TMPRSS2 DNOV00007307 418528
HCFC2 DNOV00004276 418083
TPBG DNOV00009294 772098
SMPDL3B DNOV00014674 769013
AKR1D1 DNOV00006322 418107
LOC768855 DNOV00009233 768855
MYOF DNOV00006577 423805
FAM167A DNOV00017108 770947
MEGF6 DNOV00006108 419385
TMEM183A DNOV00007284 421156
MGAT4C DNOV00007283 395415
MEGF10 DNOV00009584 427126
SIPA1L2 DNOV00004429 421523
SIPA1L1 DNOV00001122 423255
VPS13B DNOV00017638 420242
LRRC1 DNOV00014498 421891
TRDN DNOV00003947 421721
TMC1 DNOV00005685 427255
FAM47E DNOV00011666 422643
STBD1 DNOV00011675 422637
AP1M1 DNOV00008558 420149
GSG1L DNOV00009839 426763
XPO1 DNOV00001188 421192
DAP DNOV00015052 420923
FGF10 DNOV00016033 395432
RNF220 DNOV00008774 424580
EXT2 DNOV00006710 425859
PGAM1 DNOV00008332 428969
RARS DNOV00014466 416168
WWC2 DNOV00008604 422555
MED12 DNOV00001603 422210
LRCH1 DNOV00003632 418855
RSU1 DNOV00000932 420524
GAS7 DNOV00014642 417305
PAPPA DNOV00003223 417245
CNTN1 DNOV00010165 417786
CNTN3 DNOV00005148 416101
TRIO DNOV00012439 420919
CCKAR DNOV00011300 422801
NKX2-1 DNOV00003966 395322
RIMS4 DNOV00008485 428142
TOMM40L DNOV00011128 426278
MARVELD2 DNOV00013798 427393
TMEM237 DNOV00000660 424084
STARD8 DNOV00009149 768976
DLC1 DNOV00002110 422740
LOC420562 DNOV00000991 420562
LOC101751101 DNOV00017430 101751101
PSIP1 DNOV00005726 431605
LOC771089 DNOV00015547 771089
DFNB59 DNOV00000004 429015
DFNA5 DNOV00006841 420623
AQP1 DNOV00002460 420384
AQP5 DNOV00013082 431305
ST6GALNAC3 DNOV00008740 404746
BCORL1 DNOV00014112 428687
ACAD9 DNOV00011612 415974
MLLT1 DNOV00013054 420089
AGPAT9 DNOV00016638 422610
SNX25 DNOV00008618 422544
SNX13 DNOV00003885 420598
ANKRD40 DNOV00000499 428678
LOC769329 DNOV00000501 769329
DTX2 DNOV00001737 417515
DTX1 DNOV00001308 770657
SLC39A11 DNOV00015069 771533
PHGDH DNOV00006263 424381
TCF20 DNOV00002551 417980
RAI1 DNOV00005275 427664
SLC22A13L DNOV00002477 420422
AGPAT1 DNOV00009082 419941
ACTR1A DNOV00014569 423862
CCDC33 DNOV00002891 101751808
DEPDC6 DNOV00007816 420357
PREX1 DNOV00015542 419210
PREX2 DNOV00008077 420172
C5H14ORF166 DNOV00010004 396326
SV2C DNOV00002758 431597
ARID1B DNOV00008810 421650
PAIP1 DNOV00016031 427195
IPCEF1 DNOV00008800 421645
CNKSR3 DNOV00008801 421646
FIGF DNOV00007505 395255
GNAI3 DNOV00018290 374097
GNAI2 DNOV00013291 396367
SNX5 DNOV00010211 416718
SNX2 DNOV00009604 426797
GRIA3 DNOV00008899 396138
TBC1D15 DNOV00004078 417857
TMEM198 DNOV00000132 769377
ALG5 DNOV00014546 418898
LOC418668 DNOV00018561 418668
LOC101747500 DNOV00017294 101747500
CLDN17 DNOV00012275 427973
GLT25D2 DNOV00002139 424447
TGM4 DNOV00008157 420706
ACE DNOV00009101 419953
ACE2 DNOV00007503 418623
GPR128 DNOV00003803 418390
ART4 DNOV00016998 427879
NAP1L4 DNOV00006457 423087
NAP1L1 DNOV00004089 417864
TWIST3 DNOV00016695 426886
ADAMTS5 DNOV00016425 427971
ADAMTS19 DNOV00018133 415600
ADAMTS17 DNOV00006817 415515
TTC9 DNOV00016535 768624
NDUFAB1 DNOV00008704 416571
PTPRU DNOV00009869 395153
PTPRT DNOV00015552 419160
DCHS1 DNOV00017156 419073
DCK DNOV00011659 422648
ACTA2 DNOV00006606 423787
ACTA1 DNOV00004442 421534
ACTBL2 DNOV00012769 426652
ACTC1 DNOV00013343 423298
POU6F2 DNOV00012888 420763
LOC771085 DNOV00003184 771085
FNBP1 DNOV00006728 417187
FNBP1L DNOV00004261 424495
LOC100857875 DNOV00017017 100857875
MAMLD1 DNOV00016600 422389
LOC431251 DNOV00014345 431251
LOC416212 DNOV00002689 416212
NSG1 DNOV00003404 395251
SLC26A2 DNOV00005666 427611
ESR2 DNOV00010247 395575
RECK DNOV00018795 420804
RFX2 DNOV00013049 420092
RFX8 DNOV00003159 418713
MEIS2 DNOV00013332 395588
LOC422284 DNOV00014122 422284
C1H13ORF15 DNOV00014083 418833
PPP2R4 DNOV00009538 426329
ATG4C DNOV00016110 424688
SHISA9 DNOV00002247 416419
LOC100859015 DNOV00007080 100859015
LOC101750793 DNOV00012360 101750793
DLGAP2 DNOV00016583 421903
FAM107A DNOV00011456 427591
COL1A2 DNOV00000993 396243
COL2A1 DNOV00017286 395069
YTHDC2 DNOV00012584 415602
DHX57 DNOV00003567 426560
TNS3 DNOV00014429 420792
POM121 DNOV00013901 417463
UBN1 DNOV00002309 416398
UBN2 DNOV00002538 417970
NLK DNOV00003718 417669
LPL DNOV00009390 396219
ATP2A2 DNOV00000835 396446
WDR36 DNOV00012567 415609
TCP11L2 DNOV00004291 425052
PGR DNOV00006967 396198
NR3C1 DNOV00002993 416343
MCRS1 DNOV00017967 426664
ITGA6 DNOV00000049 396226
ITGA1 DNOV00010104 395951
ITGA11 DNOV00015432 415560
ITGAV DNOV00017449 396420
RPS27L DNOV00003294 415372
FAM171B DNOV00017450 423991
FAM171A1 DNOV00000939 420528
MAPK14 DNOV00000377 421183
MAPK11 DNOV00008928 417739
WLS DNOV00011327 424707
SMAD9 DNOV00014545 395543
SMAD1 DNOV00009622 395680
LOC769000 DNOV00007930 769000
SGSM3 DNOV00002593 418008
ELK4 DNOV00000287 419832
GSDMA DNOV00017038 426132
PSMD3 DNOV00017039 426133
MAS1 DNOV00006003 428594
CADPS DNOV00005099 416075
CADPS2 DNOV00008951 417756
LOC101749481 DNOV00014940 101749481
LOC101750347 DNOV00017066 101750347
SIRT3 DNOV00016443 422988
FGFBP1 DNOV00003379 422826
PDE6H DNOV00016994 378929
KSR1 DNOV00003721 427839
LOC100859916 DNOV00017311 100859916
MUC DNOV00006491 404528
SEMA3C DNOV00010433 374090
PARP1 DNOV00001260 396199
NDRG4 DNOV00007570 768618
NDRG1 DNOV00005834 420321
PPARG DNOV00011596 373928
LOC101752250 DNOV00012179 101752250
RBFOX2 DNOV00004322 418055
LOC417192 DNOV00006724 417192
LOC101747634 DNOV00018559 101747634
SMARCC1 DNOV00016933 420378
LRRC15 DNOV00010637 768899
ECM2 DNOV00017343 415953
C26H6orf222 DNOV00000395 419812
EPHA6 DNOV00016881 374008
SOX3 DNOV00018369 374019
SOX2 DNOV00006027 396105
C5H11ORF9 DNOV00007891 422966
ANKRD24 DNOV00017458 428331
TMTC4 DNOV00014202 418772
COPB2 DNOV00001841 424823
VAT1L DNOV00009370 430410
PCNXL2 DNOV00004425 428587
TNFSF13B DNOV00015007 374229
LOC421259 DNOV00003598 421259
FAM63B DNOV00003340 771386
FBN2 DNOV00009579 374203
SCUBE2 DNOV00003067 423049
PTCHD1 DNOV00018619 427995
WDR51B DNOV00017175 417889
EFNA5 DNOV00012558 396100
MSRB3 DNOV00010904 417833
EFCAB2 DNOV00005575 421491
CLUAP1 DNOV00010686 426077
SPATA13 DNOV00004173 418940
FGD6 DNOV00008390 417908
LOC101749287 DNOV00007180 101749287
MAPK8 DNOV00015380 423778
MAPK10 DNOV00012224 422592
SLC1A6 DNOV00008197 420057
CRYAB DNOV00011935 396089
RIC8B DNOV00004294 418069
RIC8A DNOV00016444 422987
GRXCR2 DNOV00003003 771645
GRXCR1 DNOV00002053 770624
PPP1R27 DNOV00012395 422092
MLLT6 DNOV00015466 419995
MLLT10 DNOV00000894 420509
CHL1 DNOV00005149 416102
LRRC2 DNOV00004487 426202
PSMD4 DNOV00013986 100216364
KLHL7 DNOV00003920 420612
MYOM2 DNOV00016579 396034
GOPC DNOV00012833 770364
CELSR1 DNOV00009546 426068
UMODL1 DNOV00007300 427987
CCDC129 DNOV00014471 101751288
TMEM47 DNOV00016323 418585
FRMD4B DNOV00005128 426071
NIM1 DNOV00016027 768482
MBNL1 DNOV00009924 425033
GLI3 DNOV00012897 420769
ARHGAP32 DNOV00012670 419724
AMMECR1 DNOV00005817 422343
JOSD1 DNOV00002615 418023
FMN2 DNOV00005601 775973
FMN1 DNOV00013323 386747
RNFT2 DNOV00001318 427723
RNFT1 DNOV00016729 417638
ADCY5 DNOV00009497 395340
ADCY7 DNOV00007683 415732
ADCY1 DNOV00014434 420788
KCNMB1 DNOV00014450 395301
KCNMB2 DNOV00016989 770907
KCNMB4 DNOV00004069 417852
KCNIP4 DNOV00003361 395239
LOC100859174 DNOV00006689 100859174
ARSA DNOV00016509 426863
CA10 DNOV00000509 417389
LOC769646 DNOV00016023 769646
MXD1 DNOV00005244 426299
COMMD4 DNOV00002915 770048
DLG2 DNOV00015387 419024
DLG3 DNOV00001596 428706
DLG1 DNOV00010651 424890
EFHA2 DNOV00014836 422736
PAOX DNOV00012030 100857693
SPAG16 DNOV00000735 424009
SLC13A3 DNOV00008466 770495
USP49 DNOV00000325 419925
USP44 DNOV00008384 417913
MRPS28 DNOV00015791 770322
EFCAB4B DNOV00016046 423106
STARD9 DNOV00001095 423238
LOC101748750 DNOV00005567 101748750
KIF13B DNOV00013576 422026
KIF1A DNOV00011091 424849
KIF5B DNOV00008267 420472
PLCB4 DNOV00001203 416730
PLCB2 DNOV00013843 423014
ARFGEF1 DNOV00008081 420170
ARFGEF2 DNOV00015543 419211
ZFAND5 DNOV00005686 427254
STARD13 DNOV00004120 418908
GRK5 DNOV00016764 423929
GRK4 DNOV00006426 422879
PGRMC2 DNOV00015859 422501
PGRMC1 DNOV00008876 772196
FAT1 DNOV00008631 395168
FAT2 DNOV00005647 416266
ACVR1C DNOV00014181 424325
NFIC DNOV00018594 396208
ITGB1 DNOV00008262 374058
ITGB6 DNOV00000122 424191
ITGB5 DNOV00010588 395142
ITGB3 DNOV00009092 374209
RAB9A DNOV00011873 418635
MYPN DNOV00012635 423684
SLC12A4 DNOV00011421 415715
PMS1 DNOV00000598 423980
PMS2 DNOV00001923 101752182
ALOX5 DNOV00015477 423769
GFM1 DNOV00009900 425018
GFM2 DNOV00002747 427205
KL DNOV00004121 418909
LOC431649 DNOV00015917 431649
KPNB1 DNOV00016311 426499
TMEM57 DNOV00001459 419590
LOH12CR1 DNOV00004928 426116
SLC25A10 DNOV00012393 769048
AP2A2 DNOV00016057 423102
SPATS2 DNOV00017966 426663
TNIK DNOV00007114 424987
MAP4K4 DNOV00003160 418714
NRK DNOV00008865 422380
MYO9A DNOV00002861 101748321
MYO3A DNOV00008295 420494
GSTZ1 DNOV00004035 423374
C11H19ORF12 DNOV00007719 415757
ROR2 DNOV00004538 769516
ROR1 DNOV00015309 395179
MUSK DNOV00018354 373897
BNIP2 DNOV00003303 415379
C5ORF5 DNOV00013106 416297
EYA4 DNOV00002391 395716
FGF20 DNOV00018036 428779
PLA2G4A DNOV00002120 396394
PLA2G4F DNOV00001084 428871
PLA2G4B DNOV00001066 101749229
VAX1 DNOV00012259 395582
POUV DNOV00011178 427781
EEF1A2 DNOV00006532 419244
PAX6 DNOV00012298 395943
GLIPR1L DNOV00004086 417862
TNFAIP2 DNOV00005522 423477
EXOC3 DNOV00014405 420987
ANKRD17 DNOV00014004 422651
ANKHD1 DNOV00012362 416143
RCBTB1 DNOV00003641 418868
SMAD6 DNOV00006769 374096
LXN DNOV00009901 771519
RARRES1 DNOV00009898 395209
STAT1 DNOV00000608 424044
STAT3 DNOV00016162 420027
STAT5B DNOV00016161 395556
MS4A15 DNOV00007869 769951
PXN DNOV00001350 395832
CYTIP DNOV00014182 429052
LOC100859597 DNOV00004432 100859597
CDS2 DNOV00014060 419517
HCN1 DNOV00016035 431590
EIF1B DNOV00008147 420715
CHD4 DNOV00012058 418278
ETV1 DNOV00003866 395748
ETV5 DNOV00011106 395749
SLC27A6 DNOV00009576 769933
LOC100857793 DNOV00014103 100857793
LOC770891 DNOV00002206 770891
VCP DNOV00014658 427410
GRHL2 DNOV00007766 429506
GRHL1 DNOV00007442 428651
IL17F DNOV00011079 395111
GPR124 DNOV00005171 426771
GPR125 DNOV00011277 422817
LRIG3 DNOV00014511 417813
LOC430761 DNOV00012595 430761
TRPM5 DNOV00006464 423091
AFP DNOV00014003 422652
ZNF451 DNOV00013712 421881
GALNT10 DNOV00005633 416260
GALNT1 DNOV00016849 420955
GALNT13 DNOV00015895 424319
GALNT2 DNOV00004447 421540
UBE2E2 DNOV00016356 776043
UBE2E3 DNOV00017528 424122
CAMK1D DNOV00004835 425522
ADORA2B DNOV00006136 395971
HINFP DNOV00011924 419756
IDH3B DNOV00016968 426573
DYNC1LI2 DNOV00009350 415793
LYZ DNOV00004059 396218
TCP1 DNOV00006005 421586
