geneName	gene	geneID
IGSF3	DNOV00012192	gene1257
TBC1D2	DNOV00014982	gene16355
PLCXD1	DNOV00015685	gene1592
GOLGA7	DNOV00013314	gene14011
MAF	DNOV00009375	gene10349
EMB	DNOV00016037	gene15825
GSG1	DNOV00002530	gene519
ATF7	DNOV00017899	gene17536
PBRM1	DNOV00012746	gene10508
KIAA0090	DNOV00013912	gene13830
NEK5	DNOV00003668	gene1912
SRRM4	DNOV00001339	gene12042
TTC6	DNOV00003974	gene7029
CZH9orf93	DNOV00005725	gene16014
CNBP	DNOV00011605	gene10631
PLEKHO2	DNOV00006805	gene9970
PXMP4	DNOV00017087	gene13330
SMG1	DNOV00002223	gene11519
C20H20orf11	DNOV00006519	gene13453
ZBED4	DNOV00008907	gene194
NFIL3	DNOV00004539	gene16139
TM9SF3	DNOV00007045	gene7652
UROC1	DNOV00007639	gene10722
LOC772190	DNOV00005535	gene7255
FAM109B	DNOV00002555	gene544
TIE1	DNOV00008748	gene8899
LOC418168	DNOV00004398	gene816
CIRH1A	DNOV00017333	gene10449
C10H15orf59	DNOV00002880	gene9668
RP9	DNOV00014479	gene2891
CDK5RAP2	DNOV00003212	gene12317
CCDC89	DNOV00015397	gene2125
CC2D1B	DNOV00004619	gene8996
ALPK1	DNOV00014918	gene5927
PAAF1	DNOV00015410	gene2227
LOC416309	DNOV00002932	gene11172
LOC431192	DNOV00003570	gene4036
TMTC3	DNOV00015958	gene403
C3H6orf138	DNOV00016842	gene5103
ANK3	DNOV00011992	gene7506
TNFSF10	DNOV00007120	gene9495
LOC100858796	DNOV00009845	gene14126
LYN	DNOV00012596	gene3433
CNO	DNOV00009198	gene3243
LOC100858970	DNOV00014810	gene10127
PEF1	DNOV00001532	gene14237
FARP1	DNOV00011219	gene1759
PLA2G12B	DNOV00015576	gene7570
LIF	DNOV00013135	gene12081
PPIP5K2	DNOV00017068	gene16175
MAK16	DNOV00005182	gene13975
IL17REL	DNOV00008913	gene199
RPS6	DNOV00005712	gene16024
CYP26A1	DNOV00006575	gene7741
LOC419032	DNOV00015639	gene956
C1H2orf49	DNOV00003178	gene1662
NOC3L	DNOV00006587	gene7731
SLC38A1	DNOV00014517	gene296
RAGE	DNOV00005509	gene7225
ANAPC10	DNOV00009625	gene5589
ZNF650	DNOV00000068	gene8285
SESN1	DNOV00006637	gene4657
TMEM184A	DNOV00001968	gene11339
VIL1	DNOV00000171	gene8385
GDPD1	DNOV00006174	gene13165
DNASE1L3	DNOV00007582	gene10688
LHX2	DNOV00011770	gene12516
HPS6	DNOV00008322	gene7804
GRIN1	DNOV00003284	gene12260
RASSF6	DNOV00014002	gene5856
CASC3	DNOV00018274	gene15221
NFAM1	DNOV00002550	gene538
WDR18	DNOV00008967	gene15472
INTS1	DNOV00001964	gene11336
TTF1	DNOV00006753	gene12414
GREM2	DNOV00005600	gene4304
TMEM35	DNOV00001623	gene16630
USP45	DNOV00014027	gene4690
NPHP4	DNOV00006121	gene13696
TMEM19	DNOV00004076	gene357
LOC100858223	DNOV00018563	gene14711
DSN1	DNOV00012516	gene17557
LYAR	DNOV00003402	gene6180
MAP1LC3A	DNOV00017783	gene13317
RAP2B	DNOV00013621	gene12611
SVEP1	DNOV00013440	gene16327
UTS2	DNOV00014973	gene13677
MAOA	DNOV00018000	gene1443
LOC100858636	DNOV00016242	gene10199
GSN	DNOV00003453	gene12494
TXNDC12	DNOV00004622	gene8992
CNTF	DNOV00015019	gene6701
MAFK	DNOV00001967	gene11338
RS1	DNOV00007484	gene1512
CD2	DNOV00012195	gene1252
SETD2	DNOV00016061	gene2359
LOC421015	DNOV00017624	gene3264
CZH9orf80	DNOV00013427	gene16311
NR3C2	DNOV00016913	gene5605
CHRD	DNOV00006044	gene9451
PKIG	DNOV00008481	gene13390
UGP2	DNOV00003538	gene3925
SHROOM2	DNOV00011851	gene1560
PRIM1	DNOV00016737	gene16501
TSPAN1	DNOV00005922	gene8950
IGSF9B	DNOV00009933	gene14363
DACH1	DNOV00008134	gene1819
GOLT1A	DNOV00000306	gene14828
AFF4	DNOV00002981	gene11228
ACMSD	DNOV00014415	gene8483
LOC777133	DNOV00006298	gene8667
FAM46A	DNOV00009297	gene4759
PGD	DNOV00004651	gene13796
CNNM1	DNOV00008350	gene7775
MANSC1	DNOV00004927	gene926
EDEM2	DNOV00015561	gene13336
HAO1	DNOV00001197	gene3985
VEZT	DNOV00008389	gene431
STAU2	DNOV00008054	gene3509
FGF1	DNOV00002989	gene11240
BBS2	DNOV00016240	gene10197
HPCAL4	DNOV00001492	gene14280
NUP85	DNOV00000453	gene12874
PAXIP1	DNOV00002508	gene2411
LOC100858564	DNOV00017768	gene16704
ATF2	DNOV00000028	gene8250
SLC35A5	DNOV00003842	gene1148
CERCAM	DNOV00003188	gene12337
MTMR12	DNOV00010842	gene15763
MYO1C	DNOV00007400	gene13043
LOC100857890	DNOV00013890	gene13259
NCDN	DNOV00011643	gene14212
GAS2	DNOV00010336	gene6493
RAB1A	DNOV00003516	gene3936
SGK196	DNOV00016407	gene5625
LOC419584	DNOV00009859	gene14136
LOC419112	DNOV00004812	gene74
PRMT10	DNOV00016916	gene5603
PRDX6	DNOV00006270	gene8639
LAS1L	DNOV00009166	gene5114
NYX	DNOV00016215	gene1446
LDLRAD3	DNOV00012788	gene6765
KIAA1407	DNOV00014861	gene1130
MFSD9	DNOV00003169	gene1657
CTNS	DNOV00006148	gene13134
NR2C2	DNOV00012471	gene10868
NSDHL	DNOV00005753	gene5357
AHRR	DNOV00014402	gene3231
ZNF277	DNOV00010175	gene268
MPZL3	DNOV00014286	gene14455
DBF4B	DNOV00012877	gene15070
FAM46C	DNOV00010770	gene1077
LPAR6	DNOV00003640	gene1883
KIAA1468	DNOV00009221	gene3107
ARMC3	DNOV00016113	gene2493
KLHDC4	DNOV00015507	gene10400
OSGIN1	DNOV00011438	gene10214
C3H1orf101	DNOV00005579	gene4287
ENY2	DNOV00005004	gene3651
LOC420093	DNOV00013048	gene15402
LGSN	DNOV00013707	gene4811
JPH2	DNOV00008469	gene13400
DDX20	DNOV00000234	gene14903
PFN2	DNOV00013732	gene9595
MFSD1	DNOV00009896	gene9553
PM5	DNOV00002228	gene11513
UBE2K	DNOV00002033	gene6093
PSMB3	DNOV00015463	gene15190
ABHD13	DNOV00015008	gene1724
TCEANC2	DNOV00004592	gene9024
RPN1	DNOV00018230	gene10698
STRA8	DNOV00013420	gene465
CPSF4	DNOV00005261	gene11384
MANEA	DNOV00014011	gene4708
LOC100857259	DNOV00002417	gene4570
RAB26	DNOV00008726	gene11459
ACAD8	DNOV00009938	gene14369
FGF6	DNOV00014143	gene943
SPATA20	DNOV00000496	gene12838
KAT2B	DNOV00006906	gene2740
CKAP5	DNOV00006678	gene6813
RAB31	DNOV00009445	gene3309
LOC422353	DNOV00016146	gene5422
PIP5K1B	DNOV00005702	gene16036
SIVA1	DNOV00016395	gene7264
MCFD2	DNOV00011022	gene4174
LAMC3	DNOV00006738	gene12401
SOCS3	DNOV00014797	gene12810
ACCN4	DNOV00000135	gene8345
LRRTM3	DNOV00012627	gene7489
SS18L2	DNOV00009335	gene10310
POMT2	DNOV00004034	gene7088
SUCNR1	DNOV00009925	gene9581
MAPKAP1	DNOV00011754	gene12533
ABHD2	DNOV00004778	gene9913
CIT	DNOV00001344	gene12038
FAM73B	DNOV00009535	gene12376
FZD3	DNOV00013581	gene5025
KIAA1530	DNOV00006398	gene6253
RFXANK	DNOV00015670	gene15511
COX6C	DNOV00007778	gene3610
GOLGB1	DNOV00016501	gene3
PRDM5	DNOV00011256	gene5896
TBCE	DNOV00005965	gene4324
UQCR10	DNOV00013129	gene12086
DASRAA	DNOV00007704	gene10261
NSRP1	DNOV00006127	gene13111
UCN3	DNOV00004789	gene50
CYP17A1	DNOV00014576	gene7834
RNP	DNOV00004679	gene13881
LOC421081	DNOV00016553	gene3370
SPC25	DNOV00000082	gene8301
PSMD7	DNOV00013444	gene10461
CCDC3	DNOV00004836	gene95
XPNPEP2	DNOV00014108	gene5166
MXRA8	DNOV00010595	gene13746
LOC416633	DNOV00002267	gene11553
CTH	DNOV00011337	gene9105
ANO1	DNOV00010303	gene6739
CMIP	DNOV00011508	gene10361
LOC100857655	DNOV00014557	gene3171
VSNL1	DNOV00007417	gene4920
SLC25A22	DNOV00016041	gene6668
TMEM181	DNOV00002318	gene4486
PSMD6	DNOV00005104	gene10785
PCDH12	DNOV00011895	gene10926
WIPI1	DNOV00000574	gene12742
DPF2	DNOV00017724	gene16778
TNFAIP8	DNOV00009613	gene16379
TTL	DNOV00010200	gene4014
COMP	DNOV00015815	gene15530
HHEX	DNOV00006572	gene7744
DAZL	DNOV00006891	gene2730
GJB1	DNOV00001605	gene5224
LOC100859837	DNOV00017648	gene2199
C4H4orf41	DNOV00008609	gene5708
ORAOV1	DNOV00010309	gene6732
CDYL	DNOV00008657	gene3073
CCZ1	DNOV00001925	gene11302
PIPOX	DNOV00017029	gene13101
CPSF3L	DNOV00010600	gene13750
OBFC2A	DNOV00000614	gene8116
CLCN7	DNOV00009816	gene11599
SNX9	DNOV00008813	gene4480
FAM107B	DNOV00004846	gene105
SUSD3	DNOV00013199	gene10658
LRRC8B	DNOV00004233	gene8837
NCOA1	DNOV00013587	gene5018
CA10	DNOV00000509	gene12672
INTS8	DNOV00005064	gene3587
VPS53	DNOV00006165	gene13151
YME1L1	DNOV00008286	gene2475
USP36	DNOV00014792	gene12806
TCFL5	DNOV00006517	gene13451
CHERP	DNOV00008553	gene15563
LANCL1	DNOV00000727	gene8046
NCS1	DNOV00006730	gene12392
TMEM188	DNOV00007686	gene10250
SLC15A1	DNOV00011217	gene1757
TRMT5	DNOV00010232	gene7299
VPS35	DNOV00007710	gene10266
MC5R	DNOV00009419	gene3285
SAMSN1	DNOV00012132	gene1287
VASH2	DNOV00015188	gene4111
C3H6orf72	DNOV00015666	gene4444
POLR1A	DNOV00006388	gene6264
LOC429878	DNOV00016201	gene15732
ALG5	DNOV00014546	gene1935
C1H3orf26	DNOV00003810	gene1171
GCK	DNOV00017776	gene14054
TRAPPC10	DNOV00010871	gene1428
C15H14orf166B	DNOV00015934	gene12061
LOC770082	DNOV00002544	gene532
RAB3IL1	DNOV00015028	gene6693
YIPF5	DNOV00002995	gene11244
RNF113A	DNOV00009106	gene15119
WDFY1	DNOV00001863	gene9294
C5H14orf159	DNOV00006207	gene7139
OVCH2	DNOV00003105	gene6536
MED10	DNOV00014194	gene3165
RNF185	DNOV00001372	gene12010
IFT20	DNOV00003716	gene13224
GGNBP2	DNOV00003754	gene13192
GCNT4	DNOV00002750	gene15939
KATNB1	DNOV00007557	gene10095
SNX6	DNOV00010081	gene7007
CWC25	DNOV00015460	gene15192
BTBD1	DNOV00004730	gene9873
LOC100857405	DNOV00017015	gene16838
CCAR1	DNOV00012644	gene7549
ZNF711	DNOV00015779	gene5310
NUAK2	DNOV00000293	gene14840
LOC100859115	DNOV00016631	gene394
IHH	DNOV00000152	gene8365
CASP9	DNOV00014778	gene13854
SYCP2	DNOV00015301	gene13425
RASD1	DNOV00005273	gene11399
DNTTIP1	DNOV00016791	gene13559
SNCG	DNOV00005404	gene7432
KIAA0174	DNOV00013453	gene10471
PEX13	DNOV00001184	gene3815
MEP1A	DNOV00011039	gene5098
C1H21orf7	DNOV00012272	gene1316
SLC15A2	DNOV00009489	gene8433
PCSK7	DNOV00014273	gene14440
TUBG1	DNOV00016172	gene15276
MDH1	DNOV00003539	gene3924
C21H1orf144	DNOV00017994	gene13820
CCDC90A	DNOV00011575	gene3010
TMEM87A	DNOV00001086	gene6872
TJP1	DNOV00003323	gene9771
CNOT4	DNOV00013417	gene463
DVL3	DNOV00006059	gene9437
RAB12	DNOV00009455	gene3316
XPO1	DNOV00001188	gene3820
CZH9orf64	DNOV00004524	gene16088
TMEM59	DNOV00004593	gene9023
REXO2	DNOV00016094	gene14424
MSL1	DNOV00018273	gene15220
OCC-1	DNOV00004287	gene688
WHSC1	DNOV00006407	gene6244
DCLRE1A	DNOV00007199	gene7884
PCNT	DNOV00010994	gene8106
GAPDH	DNOV00012063	gene1003
UBA5	DNOV00008183	gene2812
KIAA2013	DNOV00004682	gene13877
MMAA	DNOV00009621	gene5594
EIF2S1	DNOV00001161	gene6940
ZDHHC21	DNOV00005731	gene16007
ELP4	DNOV00012299	gene6513
TRAF3	DNOV00005516	gene7232
RPGRIP1L	DNOV00007667	gene10234
HOMER2	DNOV00004727	gene9870
CHCHD1	DNOV00007026	gene7633
MPP1	DNOV00001620	gene5209
LOC428618	DNOV00012832	gene4608
SELK	DNOV00013186	gene10668
HTR1D	DNOV00014669	gene14105
ENPP3	DNOV00002404	gene4558
DCPS	DNOV00012679	gene14338
RAI14	DNOV00010828	gene15775
ASPHD2	DNOV00017536	gene11929
ABCA2	DNOV00011175	gene12235
NKAP	DNOV00008889	gene5442
ATMIN	DNOV00011517	gene10355
SPIRE2	DNOV00015982	gene10437
ERN1	DNOV00008700	gene11482
NOXA1	DNOV00011198	gene12252
TTLL11	DNOV00003449	gene12497
FAM96B	DNOV00009345	gene10319
TLE3	DNOV00015440	gene10025
CHDH	DNOV00013188	gene10666
DIRAS2	DNOV00004545	gene16135
CA4	DNOV00003758	gene13188
LTN1	DNOV00012268	gene1312
LUC7L2	DNOV00002542	gene530
CYP26C1	DNOV00006574	gene7742
PMEPA1	DNOV00015854	gene13597
ARHGEF6	DNOV00001553	gene5281
LOC100858814	DNOV00007364	gene13087
EPDR1	DNOV00013526	gene2871
RPL18A	DNOV00010894	gene315
LOC769755	DNOV00001628	gene5199
C10H15orf60	DNOV00002876	gene9664
ZDHHC1	DNOV00007514	gene10151
OFD1	DNOV00011875	gene1541
RPL29	DNOV00011356	gene10503
LOC422887	DNOV00006417	gene6231
ERCC6	DNOV00017045	gene7701
SELE	DNOV00006295	gene8665
PEX12	DNOV00001754	gene13008
SRBD1	DNOV00011033	gene4166
IL10	DNOV00000267	gene14868
CNTNAP1	DNOV00017495	gene15279
ME3	DNOV00014954	gene2115
ALDH5A1	DNOV00009184	gene2987
CYP24A1	DNOV00013851	gene13620
C8H1orf111	DNOV00006254	gene8622
TPI1	DNOV00011797	gene1023
NEUROD4	DNOV00016691	gene16468
GNL2	DNOV00013653	gene14187
PDE4B	DNOV00017397	gene9085
NETO1	DNOV00017759	gene3269
CENPF	DNOV00014891	gene4105
AKAP2	DNOV00013424	gene16308
LOC417372	DNOV00000432	gene12647
CDK1	DNOV00011994	gene7504
MORN4	DNOV00008339	gene7787
TCN2	DNOV00013146	gene12071
GFOD2	DNOV00007541	gene10107
MAPRE1	DNOV00009053	gene13542
ABHD5	DNOV00001025	gene2782
C14H7orf50	DNOV00001956	gene11330
PXK	DNOV00011460	gene10763
SMG7	DNOV00002143	gene8738
WNT9B	DNOV00012884	gene15065
SNN	DNOV00002259	gene11295
BCKDHB	DNOV00009298	gene4760
MTFMT	DNOV00006796	gene9980
UBE2J1	DNOV00011821	gene4720
IRF8	DNOV00015489	gene10388
ADAMTSL1	DNOV00005717	gene16020
TSEN54	DNOV00000444	gene12883
COL9A1	DNOV00013686	gene4798
WDR53	DNOV00013555	gene9219
HTR4	DNOV00005668	gene10984
SLC29A1	DNOV00004964	gene4214
ABCB10	DNOV00004444	gene4356
LINGO3	DNOV00016623	gene15416
CHST2	DNOV00012988	gene9335
THOC5	DNOV00001299	gene12091
N4BP1	DNOV00007695	gene10254
SLC32A1	DNOV00008524	gene13351
RPH3AL	DNOV00015254	gene13153
C17H9orf16	DNOV00009514	gene12349
CD14	DNOV00012379	gene10893
CDC45	DNOV00011693	gene11755
SLC38A9	DNOV00010125	gene15851
PKHD1	DNOV00011078	gene5071
LOC423635	DNOV00005359	gene7472
MRPL44	DNOV00001880	gene9308
MTMR8	DNOV00005776	gene5371
ASPH	DNOV00017363	gene3457
CCDC146	DNOV00010415	gene136
ADNP2	DNOV00009199	gene2974
SCRN1	DNOV00006876	gene2719
MMP9	DNOV00017302	gene13571
SLC16A9	DNOV00011990	gene7508
PHLPP2	DNOV00013457	gene10476
FUNDC2	DNOV00001617	gene5212
DNAJC24	DNOV00012301	gene6511
LDB1	DNOV00008324	gene7801
IMPA1	DNOV00015802	gene3540
GPX8	DNOV00010119	gene15843
KAZALD1	DNOV00008305	gene7818
LOC421978	DNOV00013970	gene4958
HCRTR2	DNOV00014503	gene4827
LRRC48	DNOV00005279	gene11405
ING2	DNOV00008607	gene5710
HAPLN1	DNOV00013509	gene16275
KIAA1737	DNOV00004029	gene7084
ATP6V1B2	DNOV00005184	gene13972
YOD1	DNOV00000262	gene14872
INPP4A	DNOV00003134	gene1619
CXCR2	DNOV00000181	gene8393
WDR45L	DNOV00007149	gene12598
LOC418021	DNOV00002613	gene597
FSHR	DNOV00016896	gene3886
CDC25A	DNOV00017735	gene2307
LOC100857974	DNOV00014382	gene15628
C5H14orf1	DNOV00004018	gene7070
BTAF1	DNOV00006567	gene7749
GFPT1	DNOV00014066	gene13935
CCDC125	DNOV00013801	gene16296
TAX1BP1	DNOV00006866	gene2712
COX11	DNOV00000514	gene12677
ZNF704	DNOV00015796	gene3533
PM20D2	DNOV00011825	gene4723
PALLD	DNOV00010722	gene5547
LOC418390	DNOV00003803	gene1179
REXO1	DNOV00013517	gene15434
LOC770996	DNOV00016301	gene4995
LOC423162	DNOV00012792	gene6767
FBXL21	DNOV00002929	gene11168
XRN2	DNOV00015701	gene3850
CASS4	DNOV00015842	gene13610
ATL1	DNOV00009996	gene7380
IKBKE	DNOV00000272	gene14863
SH3KBP1	DNOV00007477	gene1506
ATG14	DNOV00011531	gene7345
LOC424998	DNOV00007094	gene9519
HTR1F	DNOV00012178	gene1268
TWIST2	DNOV00012806	gene8086
CLDN5	DNOV00011692	gene11756
CDK19	DNOV00006621	gene4643
TAS1R3	DNOV00010598	gene13748
TSPO	DNOV00004887	gene891
CHEK2	DNOV00016005	gene11941
LOC423822	DNOV00006558	gene7759
RHBDL3	DNOV00000537	gene12703
LOC396327	DNOV00007272	gene14767
SAMD15	DNOV00004038	gene7092
POLD3	DNOV00015423	gene2238
FAM101A	DNOV00000866	gene11810
RPF2	DNOV00006618	gene4640
TMEM150A	DNOV00007052	gene7660
AACS	DNOV00000876	gene11803
DDB1	DNOV00007882	gene6406
FEZF1	DNOV00008953	gene229
LOC424593	DNOV00005943	gene8932
LRRC19	DNOV00008747	gene8898
SLC1A3	DNOV00010812	gene15788
LMF2	DNOV00017836	gene18
ADCY9	DNOV00010694	gene11617
EPC1	DNOV00008266	gene2455
UBOX5	DNOV00010570	gene6315
SNX8	DNOV00001978	gene11345
LOC100859235	DNOV00012954	gene15961
SCFD2	DNOV00002085	gene6039
PDCL2	DNOV00002098	gene6027
LOC770869	DNOV00009656	gene5563
C14H16orf89	DNOV00002303	gene11660
SOX7	DNOV00013570	gene5033
ZMYM2	DNOV00015208	gene2013
CACYBP	DNOV00002164	gene8722
YIPF4	DNOV00004997	gene4244
MOCOS	DNOV00014724	gene3198
PPM1M	DNOV00011363	gene10581
LOC427419	DNOV00015158	gene15755
CRH	DNOV00008095	gene3474
LOC100859007	DNOV00014120	gene5324
LOC100858074	DNOV00012645	gene7550
FEM1B	DNOV00015429	gene10013
LOC396216	DNOV00017040	gene15217
MATK	DNOV00008227	gene15357
B3GALT5	DNOV00007318	gene1390
LOC770371	DNOV00000437	gene12652
HMGN5	DNOV00001647	gene5321
C3H6orf70	DNOV00004469	gene4374
ANKRD50	DNOV00011410	gene5876
ZBTB37	DNOV00002156	gene8728
FRYL	DNOV00002074	gene6049
SLC41A3	DNOV00007644	gene10715
C3H6orf191	DNOV00002414	gene4566
PAN2	DNOV00017497	gene17796
PROC	DNOV00001789	gene9151
PHGDH	DNOV00006263	gene8632
LOC427005	DNOV00001897	gene11718
C5H14orf102	DNOV00006212	gene7134
MAN1A2	DNOV00012079	gene986
ZFPM2	DNOV00007745	gene3640
C7H21orf58	DNOV00010993	gene8107
RILPL2	DNOV00000855	gene11822
LEPREL1	DNOV00009680	gene9382
TTK	DNOV00009300	gene4761
CARS2	DNOV00014998	gene1713
ARL4C	DNOV00012819	gene8077
NEMF	DNOV00009988	gene7370
ITGB3BP	DNOV00015306	gene9072
FAM8A1	DNOV00018465	gene3024
LOC422106	DNOV00000488	gene12847
ICOS	DNOV00000705	gene8193
ITGB1BP3	DNOV00004710	gene9857
SGCZ	DNOV00018763	gene6016
RC3H1	DNOV00002159	gene8726
SVIL	DNOV00008271	gene2461
C19H17orf63	DNOV00007358	gene13093
LOC100858985	DNOV00018289	gene16714
TMEM101	DNOV00018130	gene17485
ENPEP	DNOV00014911	gene5935
ZFAT	DNOV00005837	gene3725
FAHD1	DNOV00005317	gene11442
AADAT	DNOV00010712	gene5548
TM2D2	DNOV00014327	gene14002
PCID2	DNOV00009745	gene1696
LIMK1	DNOV00001665	gene12941
BLM	DNOV00013394	gene10037
MSX2	DNOV00002690	gene11016
PTPN5	DNOV00006451	gene6616
LOC416086	DNOV00005116	gene10797
RRAD	DNOV00009346	gene10320
FDFT1	DNOV00017104	gene5046
C19H17orf78	DNOV00003749	gene13198
MRPL10	DNOV00016307	gene15183
PDZK1IP1	DNOV00005903	gene8969
LOC416354	DNOV00003021	gene11259
PRKCZ	DNOV00006087	gene13723
KDELC1	DNOV00014218	gene1736
LOC769267	DNOV00014773	gene13907
CHSY1	DNOV00006810	gene9966
ZFP91	DNOV00015018	gene6702
GSC	DNOV00015537	gene7175
LOC100858240	DNOV00018712	gene16864
ZBTB20	DNOV00014865	gene1127
NF2	DNOV00013126	gene12089
LOC428379	DNOV00005005	gene3650
RAB21	DNOV00004077	gene358
TMEM48	DNOV00004599	gene9017
F2RL3	DNOV00008545	gene15556
EPN2	DNOV00005296	gene11421
TMX3	DNOV00017356	gene3279
TMEM69	DNOV00005931	gene8945
SYNGR3	DNOV00005328	gene11453
BAP1	DNOV00011370	gene10587
GLT8D1	DNOV00012748	gene10512
PACSIN1	DNOV00000350	gene14951
RTN4R	DNOV00015929	gene12066
NDUFB3	DNOV00000652	gene8155
KIAA0564	DNOV00014084	gene1847
MLF2	DNOV00011790	gene1013
CHRNA9	DNOV00002038	gene6088
NT5C3	DNOV00014482	gene2889
RBM38	DNOV00015850	gene13601
ELOVL1	DNOV00008751	gene8902
DECR1	DNOV00005037	gene3563
SRSF3	DNOV00000389	gene14815
LOC425209	DNOV00000760	gene12128
SNAP25	DNOV00001209	gene3977
MST1R	DNOV00010925	gene10565
ABCF3	DNOV00006057	gene9439
LOC100859117	DNOV00003560	gene4028
FAM103A1	DNOV00004728	gene9871
HPS3	DNOV00013723	gene9603
GABRR1	DNOV00011823	gene4722
C17H9orf171	DNOV00006754	gene12416
ISX	DNOV00004313	gene664
PRPF18	DNOV00004843	gene101
TIMM44	DNOV00008212	gene15329
TSPAN5	DNOV00007996	gene5951
LOC417676	DNOV00003707	gene13234
LOC772261	DNOV00017977	gene16835
TMC1	DNOV00005685	gene16057
LOX	DNOV00009608	gene16423
NGLY1	DNOV00016366	gene2753
TSGA10	DNOV00003139	gene1624
SLC35D1	DNOV00011317	gene9090
METRNL	DNOV00007156	gene12591
MAPK1	DNOV00011701	gene11748
PGPEP1	DNOV00018500	gene15539
COMTD1	DNOV00005338	gene7616
NDUFS5	DNOV00001499	gene14271
HAUS6	DNOV00005715	gene16021
GALR1	DNOV00016453	gene3252
LOC419250	DNOV00006538	gene13473
GBX2	DNOV00015213	gene8072
LOC423478	DNOV00005523	gene7240
TOE1	DNOV00005940	gene8934
MMP-13	DNOV00014715	gene2053
C2H18orf21	DNOV00016851	gene3187
XIAP	DNOV00008901	gene5434
NPBWR1	DNOV00012613	gene3418
TECPR1	DNOV00001931	gene11308
DHX40	DNOV00006176	gene13168
FBXW5	DNOV00011185	gene12243
SYT15	DNOV00005399	gene7439
RPS13	DNOV00003038	gene6592
BET1L	DNOV00016445	gene6477
MYOCD	DNOV00007191	gene12568
CD9	DNOV00015640	gene955
LMO2	DNOV00012773	gene6750
PYROXD1	DNOV00010541	gene844
DLGAP3	DNOV00011637	gene14222
NR2C1	DNOV00008391	gene429
CRY1	DNOV00004298	gene679
COG8	DNOV00017738	gene10452
HS3ST4	DNOV00008691	gene11491
RPUSD1	DNOV00005311	gene11436
NRP2	DNOV00000699	gene8191
SLC15A5	DNOV00004412	gene829
ASB7	DNOV00006814	gene9963
DROSHA	DNOV00017730	gene3114
ANKRD13C	DNOV00011336	gene9104
MAGOH	DNOV00004604	gene9013
ZAP70	DNOV00013061	gene15412
LOC100857350	DNOV00004471	gene4376
LOC425215	DNOV00013800	gene16297
SLC25A12	DNOV00000055	gene8274
SEC63	DNOV00006647	gene4664
BEND4	DNOV00002049	gene6076
AFTPH	DNOV00003533	gene3931
SLC39A11	DNOV00015069	gene12754
LITAF	DNOV00002261	gene11297
SAAL1	DNOV00006437	gene6606
PTK2	DNOV00005854	gene3739
LOC100858067	DNOV00014135	gene2269
RAB8B	DNOV00003292	gene9742
SLC11A1	DNOV00000173	gene8387
PPP2R2B	DNOV00003010	gene11251
TRAPPC9	DNOV00005850	gene3735
ZNF367	DNOV00004497	gene16114
CEP85	DNOV00001440	gene14073
BET1	DNOV00000992	gene2580
CLEC16A	DNOV00002265	gene11550
PANK1	DNOV00006599	gene7716
KIAA0913	DNOV00007024	gene7631
RBPMS2	DNOV00002841	gene9634
SNTG1	DNOV00012622	gene3412
PUS10	DNOV00001183	gene3814
LOC100858502	DNOV00006047	gene9448
PRDM15	DNOV00007304	gene1402
PKP1	DNOV00007280	gene14774
ATP6V1G3	DNOV00010466	gene8588
NUBPL	DNOV00010093	gene6998
MYOZ1	DNOV00007031	gene7637
LIMD1	DNOV00008166	gene2829
RAB7L1	DNOV00000283	gene14853
USP16	DNOV00012270	gene1314
UGGT2	DNOV00011226	gene1767
N6AMT2	DNOV00004190	gene2006
RNGTT	DNOV00011828	gene4725
HPCA	DNOV00001503	gene14267
NONO	DNOV00001607	gene5220
PRSS35	DNOV00009289	gene4750
C5H11orf58	DNOV00003041	gene6590
TTPAL	DNOV00008479	gene13392
CZH9orf72	DNOV00017250	gene16351
MTOR	DNOV00004666	gene13807
HBXIP	DNOV00000405	gene14802
ORMDL2	DNOV00017962	gene17586
EIF3B	DNOV00001979	gene11346
RNF41	DNOV00018637	gene17791
STK36	DNOV00000164	gene8378
GUCY1A2	DNOV00012449	gene2040
USP32	DNOV00003759	gene13187
TMEM199	DNOV00007379	gene13070
DHFR	DNOV00013487	gene16290
CHAF1A	DNOV00017188	gene15444
LOC770780	DNOV00002557	gene546
MTMR10	DNOV00003313	gene9765
ADRA2C	DNOV00003437	gene6215
MKX	DNOV00008281	gene2471
FNDC5	DNOV00001505	gene14266
SLC30A5	DNOV00002791	gene15898
FAM38B	DNOV00009441	gene3303
TSEN2	DNOV00011598	gene10627
TOR1AIP1	DNOV00002195	gene8695
VGLL2	DNOV00012836	gene4612
ECHDC1	DNOV00003925	gene4575
FADD	DNOV00010302	gene6740
GOLPH3L	DNOV00011161	gene14640
GRIK1	DNOV00012274	gene1319
USP12P1	DNOV00005788	gene5383
PLCB1	DNOV00001200	gene3983
CEP76	DNOV00009429	gene3293
NDUFAF4	DNOV00014017	gene4699
PLK2	DNOV00010135	gene15862
PPP3CA	DNOV00007980	gene5971
PARP4	DNOV00015205	gene2018
SH3TC1	DNOV00003430	gene6206
RBMS1	DNOV00000119	gene8331
RCOR3	DNOV00016744	gene4130
WDTC1	DNOV00001420	gene14120
PIGU	DNOV00006993	gene13278
LRRC8C	DNOV00004234	gene8836
CXCR7	DNOV00015217	gene8069
RIOK2	DNOV00011745	gene16184
RAD51C	DNOV00006169	gene13157
FSTL1	DNOV00010749	gene1096
EIF2AK2	DNOV00005543	gene4252
